BatteryPower,Acceleration,TopSpeed,Range,Efficiency,FastChargeSpeed,NumberofSeats,Drive,PriceinSwitzerland
109,5.2,123,534,188,322,3,1,64603.42
49,4.3,205,405,152,262,4,2,55172.9371428571
83,7.1,194,225,235,715,3,3,53470.7825
57,6.1,141,271,187,688,3,2,41974.0822916667
54,5.9,194,435,201,645,4,3,46068.435
95,10.9,245,528,212,706,4,1,59400.605
47,4.4,200,407,189,115,4,3,60234.695
81,5.8,210,238,145,951,3,2,58708.18
70,10.8,170,152,181,596,3,1,45420.3
49,4,187,425,185,121,5,3,57085.535
35,4.7,211,98,197,228,2,2,45274.105
73,5.4,141,374,221,365,4,2,59752.245
62,9.9,220,494,195,478,2,2,42802.1575
75,7.4,144,168,152,571,3,2,42933.2604166667
57,6.3,172,421,189,599,5,2,42155.7833333333
50,3.6,95,308,182,521,3,1,56402.018125
38,5,265,507,176,270,3,3,51800.08625
47,14.9,221,296,123,693,1,1,36059.6964583333
113,7.8,167,393,150,419,3,1,45743.6404166667
115,5.4,173,94,185,111,2,3,62871.41
81,6.3,201,349,193,529,1,2,58920.6575
29,6.4,198,186,226,500,3,3,43010.6825
42,10.4,124,278,183,419,4,3,33141.125
48,9.8,178,447,245,735,1,1,40805.735
60,9.3,204,266,167,41,5,1,31218.26875
110,6.1,192,338,172,283,4,3,60500.535
53,6.2,224,544,219,723,5,2,45802.5375
72,5.8,133,523,182,580,3,3,56951.6525
76,10.3,183,428,193,708,2,2,44491.045
33,8.2,198,405,188,368,1,2,36788.9291666667
44,4.2,190,464,171,414,3,3,56123.9808333333
75,5.3,159,810,173,324,5,3,54028.375
69,8,249,67,170,491,3,2,56734.0470833333
51,5.3,182,349,217,83,2,3,47491.7075
87,3.9,163,252,186,547,4,1,72612.4225
88,6.6,196,421,171,486,1,3,57149.7716666667
25,5.5,201,53,160,610,3,2,35892.580952381
62,4.4,259,282,224,669,3,1,74884.2
43,6.8,171,492,174,542,3,3,41973.2492857143
66,5,173,93,223,610,1,3,59943.575
89,2.9,187,239,218,417,3,3,111522.8
95,5.8,224,591,232,682,5,1,64383.7425
55,9.8,88,189,176,1125,1,2,34782.4666666667
43,5.1,152,480,236,51,3,3,48382.9375
67,4.4,143,384,183,1000,4,1,65337.35
48,2,207,209,194,620,1,3,93042.075
102,4.5,193,358,203,418,4,2,78638.9825
14,3.2,134,324,196,765,3,2,86643.135
44,7.6,162,284,234,606,2,3,39252.325
11,7.4,283,321,201,537,5,2,46561.92
53,9.6,251,244,224,613,4,3,51284.5875
122,5.9,200,242,208,503,4,3,65156.575
24,9.3,244,246,203,441,3,1,38001.0825
45,3,262,612,176,445,2,3,100143.55
62,5.2,235,630,178,630,2,3,48681.36
62,7.2,211,334,178,318,1,1,36908.5708333333
67,13.1,218,474,196,500,5,1,49803.8725
49,4.7,179,456,219,976,4,2,48822.0175
90,6.9,165,408,216,558,2,2,49170.7425
98,1.7,200,360,169,406,3,2,106674.0275
85,4,190,362,215,303,3,2,79565.8525
76,6.6,158,418,205,339,3,1,57916.585
32,7.5,198,540,225,514,5,3,38574.1
12,8.9,244,420,173,108,5,1,30565.9975
44,7,197,392,192,647,3,3,41433.85
21,5.1,192,417,172,234,4,2,36480.3975
99,9.7,240,164,181,966,4,1,56326.4275
35,7.4,208,343,232,468,3,2,39002.1425
7,7.4,135,303,182,866,3,2,31230.828125
82,8.3,237,213,220,623,3,3,55387.0625
83,8.5,165,661,152,305,2,3,46577.4610416667
59,10,167,183,208,762,2,3,37018.7208333333
34,6.3,183,434,213,225,1,2,43382.525
94,0.6,196,19,150,512,3,2,102592.4775
51,4.4,179,185,134,269,4,1,54475.3638095238
69,6.2,159,502,139,182,1,2,54769.6358333333
84,1.3,245,186,177,442,5,3,110619.85
48,16.5,314,276,205,822,1,2,51474.005
65,7,196,178,159,414,1,3,42692.1526190476
100,6.6,220,505,195,888,2,2,62528.2125
46,8.5,166,324,184,537,3,3,38940.0875
90,9.7,181,474,173,269,3,2,47927.335
20,13.9,171,357,197,708,2,3,36056.4325
35,3.6,229,302,205,199,3,2,61383.485
80,6.6,205,427,188,424,5,2,54744.4
48,2.1,180,459,190,709,5,1,88123.27
3,7.4,135,192,200,322,3,2,32463.675
51,6,208,307,203,676,3,1,45561.92
49,6.5,166,257,202,334,2,3,44160.795
97,7.2,264,267,207,818,4,3,67426.71
60,3.5,220,569,222,74,1,1,66505.1875
81,13,196,372,259,170,5,1,57752.01
57,8.9,154,324,183,907,5,2,38183.2583333333
25,6.5,210,271,222,376,1,1,41788.27
46,2.9,214,219,184,317,3,2,92222.6025
97,13.2,148,316,179,142,2,1,51857.9975
110,5.5,177,144,273,1000,1,3,64908.47
58,9.2,118,316,200,452,5,2,38356.05
47,4.8,220,457,127,847,4,3,44918.0025
83,5.1,307,205,170,1014,4,2,73057.0875
117,7.5,208,120,192,757,3,3,55331.065
70,11,185,384,201,661,3,3,46344.72
62,9.3,115,346,209,947,4,2,38977.575
77,9.7,58,333,183,119,4,1,45825.325
107,7.9,182,212,178,704,2,3,49349.3675
18,5.7,153,345,233,566,1,2,40659.948125
91,9.9,151,361,182,184,5,3,48224.8125
46,10.3,165,408,190,840,2,1,37283.715625
85,9.1,162,527,237,944,1,2,50696.3575
85,9.1,216,491,190,462,1,1,53616.3275
64,6.5,166,481,167,904,1,3,42206.8507142857
27,6.3,154,476,178,241,4,1,33759.4775
85,5.5,176,507,178,674,4,3,60778.005
91,6.9,210,475,168,971,1,3,49938.88
38,10.6,203,347,219,515,4,2,38088.35
77,8.3,181,322,181,1004,5,2,44950.325
20,5.5,184,243,218,944,5,2,39907.625
42,2.4,110,611,130,834,2,2,85445.9525
31,9.4,103,604,204,388,1,3,34612.75
68,4.7,193,229,235,544,1,3,62940.9875
123,0.8,192,368,217,466,3,1,111957.9
92,3.3,185,329,136,666,5,1,89421.465
135,4.4,183,350,119,695,4,2,75426.365
80,4.5,168,421,210,655,2,1,73372.4375
41,3.6,240,264,218,100,5,1,61536.565
50,10,142,124,157,383,4,1,27943.0029166667
70,4.5,275,255,165,354,4,1,74328.0075
85,7.4,190,379,172,65,2,2,49265.53
101,11.6,190,315,203,710,4,2,52991.7
33,4.2,268,161,209,840,2,1,71358.0875
3,3.6,135,344,204,378,2,1,57983.048125
27,5.7,222,459,193,674,4,2,43112.3475
66,10.4,181,371,178,297,2,2,43906.65
29,0.2,233,352,194,713,4,3,93365.625
66,8.2,183,338,191,485,2,3,46376.295
84,8,135,382,157,168,4,3,45542.1047916667
99,8.3,94,262,159,784,5,1,45760.926875
85,16.1,168,311,174,869,4,2,49106.47
42,6.9,194,355,208,395,5,3,41077.7125
95,9.5,178,458,199,280,1,3,51064.28
76,5.2,187,624,171,524,4,2,58535.7225
79,7,177,327,177,539,2,3,46079.6275
100,5.9,186,216,157,671,5,2,55276.3
60,6.8,170,341,246,452,5,1,44131.5683333333
131,6.4,167,348,202,347,3,3,60868.1975
22,4.7,224,389,138,433,5,2,35085.3754761905
72,8,210,399,211,407,4,2,51685.07
66,3.9,157,309,241,464,2,3,72529.5375
51,4.5,148,388,202,686,2,1,59839.495625
40,10.5,202,623,173,50,1,1,33185.7916666667
59,4.8,187,460,170,234,3,3,41362.5066666667
107,6.5,188,287,164,77,3,3,60364.3058333333
61,4.8,167,336,190,756,2,2,47094.4283333333
88,6.9,177,386,184,613,3,3,47396.8
35,7.2,228,494,213,631,3,1,39319.23
182,8.1,202,158,209,625,2,2,56014.345
84,13.1,204,372,242,403,3,3,56835.9475
129,8.1,177,609,157,644,5,1,46832.7945833333
23,6.1,225,669,167,442,2,3,35889.2672619048
113,11.4,123,316,184,227,5,1,53966.8375
60,8.8,179,344,242,237,5,1,42620.5675
91,6.8,96,484,195,756,5,2,53375.15
17,6.1,184,434,178,556,3,3,37288.0816666667
16,6,172,524,190,351,2,2,40930.815
115,3,236,342,179,349,5,2,109369.3375
85,12,146,313,202,373,5,1,50852.55
110,4.3,205,609,219,456,4,3,86343.425
25,6.8,287,388,202,915,4,3,51777.3525
132,11.4,311,237,237,570,2,3,69174.9475
71,6.1,252,432,168,1094,5,2,61490.1841666667
114,7.2,105,436,160,501,5,1,44582.8445833333
84,5.3,248,347,242,644,4,1,77074.87
60,12,230,472,172,873,3,2,38198.2
81,8.4,211,471,187,504,1,1,50102.4175
51,6.9,107,390,173,279,5,2,32728.0458333333
115,5.1,162,523,200,430,1,1,65793.2925
72,11.6,138,516,203,188,3,3,48776.5375
79,6.3,157,153,206,559,2,3,59205.9975
72,3.9,221,306,191,437,2,1,70076.8275
72,9.7,130,113,215,494,3,3,49134.625
80,6.5,219,401,181,321,3,1,60393.2225
37,5.3,158,214,143,406,3,1,34935.7525595238
110,3.8,222,260,218,929,2,1,82847.9675
85,11.9,125,474,192,871,5,3,45536.565
42,7.3,129,278,185,652,1,2,36491.933125
94,7.1,180,317,194,397,4,3,51342.5925
82,7.7,183,229,187,453,4,2,49636.5525
85,9.9,159,419,212,669,4,1,48300.3
96,0.4,145,310,171,457,3,2,105638.706666667
77,7.9,221,394,196,519,5,2,48287.5125
49,10.3,155,470,183,118,1,1,36208.775
28,2.5,147,340,167,697,4,2,89470.7525
86,4.3,207,404,200,544,4,3,77425.9725
102,10,164,286,167,372,1,1,47820.0327083333
77,9.6,153,310,205,421,1,1,48652.2875
74,13.2,216,333,190,375,3,3,51787.8425
38,5.3,198,309,138,865,4,1,42411.1097916667
97,9.1,205,312,198,511,4,1,53733.37
87,3.1,189,250,195,441,1,3,104729.2025
94,7.7,196,523,211,307,4,1,57554.5325
100,10.3,127,325,157,448,4,2,45849.9639583333
71,5.7,201,467,219,456,2,3,61258.6375
112,5.5,131,384,209,887,2,2,62998.6675
39,5.2,154,149,153,486,3,3,38602.9708333333
32,4.6,116,485,149,491,2,3,52498.6027083333
110,5.7,183,268,204,677,5,2,59029.075
38,4.8,120,392,225,962,1,2,44510.950625
66,8.6,245,372,210,677,5,1,52653.1325
43,4.9,314,369,204,594,5,1,53408.843125
95,4.7,250,244,212,417,3,2,78646.14
81,8,221,290,142,513,2,2,49532.9683333333
82,7.2,203,244,195,497,2,2,51748.1425
43,11.1,231,344,239,609,2,3,41290.2475
70,13.3,184,426,156,470,1,1,43914.6958333333
78,13,148,297,188,507,1,3,47606.99
54,3.2,218,562,152,483,4,3,81608.13
77,7.7,249,535,210,426,2,1,61384.735
18,10.9,250,236,153,492,4,2,40012.0483333333
68,10,246,574,181,233,1,2,56894.605
41,6.5,144,275,220,939,5,2,41025.4072916667
91,8.6,259,344,122,400,5,3,58733.6175
82,10.3,201,456,177,395,4,1,47928.6725
64,6.9,170,386,179,792,3,2,39693.9083333333
90,7.1,275,286,179,496,5,2,61619.5275
85,4.4,146,281,219,183,2,3,79596.1375
59,7.4,203,195,156,60,3,3,32791.4625
47,4.6,154,346,203,733,2,1,60461.188125
103,4.5,149,359,171,761,4,3,75007.2
76,8.5,166,478,135,24,3,2,42799.665625
99,6.5,124,475,180,291,3,1,57703.7725
63,10.3,181,301,207,655,2,3,40272.675
95,6.7,204,242,193,402,1,2,61169.26
73,7.3,208,284,159,390,4,2,46683.80125
78,9.1,129,430,200,465,5,3,44263.4125
62,7.3,219,323,157,464,3,2,36364.726547619
79,6.5,183,656,239,701,2,3,61028.925
95,11.3,191,521,273,200,4,2,60361.005
72,6.7,212,359,145,428,2,3,55300.885
71,2.5,291,87,210,816,4,2,109737.64
44,10.4,174,261,225,524,4,2,36170.4875
53,2.6,148,283,135,319,5,3,83813.6919345238
133,6.9,171,214,212,197,5,3,55881.225
62,8.4,239,414,195,855,4,2,43767.8275
15,8.4,202,311,214,736,1,3,36283.85
4,10.8,244,571,181,622,5,2,35902.985
35,7.2,169,294,156,680,1,3,30720.6738690476
15,7.5,87,363,175,490,3,3,28056.153125
112,6,91,527,209,436,1,3,64476.88
67,4.3,242,155,184,32,2,1,72092.2975
85,12.1,269,528,208,771,3,3,66140.4675
93,9.6,223,262,206,573,2,1,55707.8425
52,6.6,199,420,143,20,2,1,37706.7779166667
77,8.8,143,387,193,559,5,1,42824.15
76,5.8,188,492,204,704,4,2,59457.2175
122,11.1,105,417,188,610,5,1,47259
104,7.8,197,214,156,238,2,3,53345.44875
92,9.5,153,198,196,552,1,3,48490.925
110,10.6,228,337,196,643,3,3,57748.595
70,4.5,163,279,196,295,1,3,68811.5775
151,6.3,183,183,204,419,5,2,59319.025
74,6.9,209,161,157,158,3,3,48959.7408333333
62,9.3,242,352,146,504,2,1,37910.7060119048
68,4.2,206,503,176,479,3,2,69571.565
98,10.3,94,574,144,716,5,1,43967.73625
62,5.9,196,614,213,462,5,2,46842.475
68,2.9,196,268,219,1236,3,2,104020.6875
78,3.7,86,175,193,950,1,2,65125.625
75,7.6,250,369,210,1159,2,3,61023.015
90,12.3,226,456,168,905,4,2,52306.6308333333
55,7.9,171,319,178,697,3,2,38512.1442857143
24,10.4,175,474,157,549,1,1,29132.3483333333
47,6.3,201,382,154,38,3,3,38230.4208333333
38,3.7,221,418,214,995,2,3,61844.4975
48,3.6,109,287,172,837,5,1,52060.200327381
68,11.4,218,392,169,397,4,1,45915.8366666667
43,5.6,163,127,226,618,1,2,43799.6325
44,4.6,209,427,214,275,5,3,60592.14
46,2.1,245,479,202,461,4,2,93535.84
112,13.7,149,346,160,321,3,3,49071.9504166667
143,1.5,176,281,184,585,4,2,107151.3025
33,5.2,106,409,202,973,3,3,40873.075625
123,3.5,184,177,189,223,3,3,81482.24
78,5.5,145,250,212,729,4,1,59823.69
37,9.8,189,459,206,1003,4,1,37750.475
50,4.3,214,470,177,468,2,3,59354.2692857143
57,8,105,308,187,308,2,2,36301.5375
77,9,234,544,175,514,5,2,49497.6125
66,4.2,177,127,177,731,1,2,66326.8916666667
89,7.7,189,343,158,223,1,2,49236.2675
95,5.5,126,264,245,545,4,3,62413.145
66,13.5,198,181,195,311,4,3,52687.48
49,7.3,158,348,205,728,2,1,40898.13
112,6.9,182,355,145,691,1,2,47997.7841666667
54,8.1,267,413,191,287,4,1,49464.635
44,5.6,227,232,177,651,1,3,43628.0392857143
78,3.3,155,263,197,388,5,1,82274.1725
52,7.2,160,205,205,904,4,3,39606.6958333333
50,7.2,174,271,191,459,2,3,40788.15625
62,4,182,555,175,711,3,1,59391.5775
51,11.4,152,169,159,1210,4,1,32291.2172916667
129,3.7,175,406,192,905,4,3,76303.2825
94,4.2,132,250,160,518,3,2,70972.8025
100,9.3,200,410,234,749,3,3,53089.2275
66,1.4,169,503,139,607,3,1,88633.71
60,11.5,199,570,176,463,5,3,38561.775
120,10.4,186,414,189,604,5,3,48242.2625
116,5.7,143,593,186,252,5,2,61302.8825
57,7.6,204,362,168,768,1,1,36189.9666666667
55,10.1,229,494,212,612,2,2,40489.1
100,9.2,202,497,122,824,2,1,50131.6875
0,5.3,178,404,210,744,1,2,42312.72
64,3.7,183,533,169,227,5,1,52852.2925
80,5.5,276,187,212,685,1,1,73554.0325
78,8.4,83,248,171,840,3,3,43764.58375
98,7.4,219,232,199,806,3,1,54440.63
44,7,193,344,215,803,2,1,40739.908125
107,7.8,223,545,192,808,3,2,56149.5575
61,7.7,144,261,176,684,3,3,36720.5924107143
27,1.5,337,337,209,963,2,3,108568.7225
52,5.6,214,433,124,665,2,3,43315.5658333333
52,12.5,236,280,217,765,1,2,39133.775
95,6,164,282,194,384,2,3,58359.6825
99,7.9,174,377,224,117,1,2,53607.6025
57,7.5,264,427,175,173,4,3,45576.9175
39,1.8,135,528,163,468,2,1,84246.03375
92,9.7,183,729,191,772,4,1,49537.2775
68,8.6,209,340,219,673,1,3,50672.395
71,3.3,247,278,211,517,5,2,96114.385
70,11.2,206,559,196,567,4,2,50251.0975
98,9.5,169,465,175,833,4,3,45105.665
74,11.1,155,259,223,385,3,2,50092.375
67,9.3,187,226,161,219,4,1,44699.6291666667
56,6,201,211,144,695,5,1,39562.5572619048
2,8.1,238,456,124,293,5,1,28244.06875
22,10.6,218,104,207,948,5,3,34269.85
63,6.8,203,509,167,499,3,3,43308.4773809524
40,6.4,208,493,191,70,2,2,46023.2475
85,4.7,207,440,168,566,2,3,63149.5591666667
93,11.2,52,436,150,863,3,1,45047.13875
87,8.4,219,378,223,387,1,3,54811.395
58,6.1,188,334,227,658,1,2,46051.7825
61,3.1,180,395,252,598,4,2,96589.1625
104,1.4,221,420,176,1106,2,1,108929.3375
85,2.8,230,338,201,110,4,1,111561.86
94,7.8,200,390,201,301,1,3,54079.415
66,10.5,142,185,202,761,4,2,44810.9875
84,8.8,143,503,191,752,1,1,47379.3325
37,8.4,237,411,208,645,3,2,38839.1125
19,7.2,102,413,186,659,4,2,32625.715625
6,4.3,249,314,181,659,5,1,62245.6475
97,7,134,304,185,335,2,1,52103.4725
28,3.7,215,185,236,464,1,3,61669.8025
97,2.7,202,203,225,10,2,1,114708.3875
38,0.7,194,295,171,560,1,1,90999.6258333333
81,7.6,196,369,152,685,3,1,47085.185
48,5.1,145,511,192,233,4,3,46669.24
8,3.5,187,242,163,719,1,1,53711.258452381
139,6.3,108,482,205,563,3,3,61480.0875
62,4.5,127,394,198,387,3,2,59770.350625
66,10,210,485,197,491,3,3,48748.5975
81,7.7,179,410,191,898,1,1,45831.7925
104,3,177,460,157,302,4,1,100916.76
48,8.8,226,165,188,567,4,1,40060.525
69,12.4,263,411,219,260,3,1,62155.9325
31,3,206,393,204,229,2,2,92363.1025
123,7.1,183,465,175,423,3,2,48351.1175
50,4.7,130,553,188,828,1,1,46896.280625
87,7.5,191,437,201,457,1,3,50500.2
61,8.8,186,360,212,873,5,2,41000.65
16,8,175,442,186,941,3,2,35297.2875
43,3.1,153,502,178,431,1,2,87165.3666666667
99,9.3,235,610,142,812,5,1,52346.1225
73,7.7,220,157,195,515,5,2,49809.2
29,4.2,239,148,138,479,1,3,55592.0716666667
28,7.1,116,297,201,475,2,3,34220.078125
15,7.1,201,526,207,387,2,1,37159
126,10.8,131,250,230,190,4,2,58202.49
90,6.3,195,194,177,523,2,1,58459.7425
83,0.5,175,319,198,198,3,2,109224.2975
78,7.4,156,523,170,209,5,3,44469.2508333333
83,3.6,133,382,228,771,4,1,82300.0025
55,4,155,402,158,563,3,2,54812.9429464286
41,2,196,576,209,396,3,3,92327.79
40,8.6,165,416,173,247,3,2,32102.525
114,12,134,498,219,402,2,3,53449.14
17,7.8,59,174,248,135,4,1,38970.4125
104,3.2,91,110,192,547,3,1,102882.0925
100,10.2,195,418,160,745,2,2,46202.9
81,4.4,97,396,199,254,4,2,72128.4175
70,11,199,338,213,705,5,1,50277.175
31,3,175,514,156,121,1,2,84177.01
74,3.1,189,360,252,734,4,3,100853.2625
76,5.9,219,433,146,623,1,3,58591.6391666667
62,10.2,240,292,199,610,3,2,41349.05
61,7.8,127,217,137,511,4,2,33907.5722619048
80,4.8,235,573,213,883,3,2,68501.0075
36,8,237,219,165,773,2,1,32021.4353273809
32,4.9,101,400,267,654,5,3,42629.9075
47,2.4,167,126,197,827,2,2,92742.8125
83,3.7,140,378,154,730,2,3,69953.3233333333
148,5.3,169,367,226,137,3,2,66232.01
79,9.9,177,433,213,688,3,3,46992.14
28,8.2,238,279,246,841,1,2,39259.1675
30,10.7,192,401,227,428,3,2,35557.4125
74,5.7,175,558,225,651,5,3,57387.5375
61,5.1,241,461,211,853,3,3,52006.115
63,5,226,220,174,215,5,3,42512.3
39,7.2,211,550,192,391,2,1,40476.720625
59,9.3,291,419,230,133,4,1,52006.535
99,10.7,161,520,186,499,2,2,48039.39
89,5.9,196,189,247,499,1,1,64156.24
66,6.8,158,281,196,397,3,3,55173.865
53,4.6,172,482,138,714,4,2,55337.1479166667
47,6.7,198,196,226,880,3,2,44403.6525
54,9.4,157,517,167,1060,4,3,33863.6098214286
58,11.5,114,560,122,641,2,3,33182.9266369048
59,2.1,139,471,184,104,3,3,88608.66
48,7.7,140,395,179,570,5,1,36824.6945833333
74,8.5,169,434,195,668,5,3,42563.4125
20,4.6,172,342,167,364,5,1,47254.3354761905
76,0,217,414,185,563,5,3,92181.1625
101,11.3,146,339,201,744,2,1,49389.7125
10,4.6,166,329,257,756,4,2,61933.545
64,9,164,329,205,230,2,1,42424.215
98,8,229,377,202,498,1,1,55904.96
20,4.4,248,156,196,51,4,3,69226.405
23,3.7,151,500,188,406,1,3,55214.893125
33,7.1,128,233,159,184,4,2,25995.1
92,6.8,156,116,200,388,3,3,58609.2375
62,5.9,154,320,235,796,2,1,46740.3008333333
94,7.8,255,177,173,425,3,2,62483.58
5,6.1,90,395,249,202,3,2,43273.9975
87,4.5,176,365,151,517,4,3,70976.3625
33,11.5,192,189,188,1075,4,3,34608.2125
72,8.4,168,432,223,772,4,1,46177.35
96,2.8,202,203,184,82,5,2,106396.4625
15,4.2,218,339,159,790,4,3,54448.273452381
51,6.4,172,348,163,620,1,2,39317.2473214286
62,12.8,168,598,171,734,2,2,36820.6372619048
37,7.4,144,342,217,40,2,3,36372.15
46,8.4,153,247,172,610,3,3,34681.6740773809
56,14.4,221,570,151,831,2,2,36576.9064285714
88,8,244,335,248,484,1,3,59226.8175
25,14.1,207,373,159,218,5,2,26857.815
64,3.6,182,340,210,580,1,3,65434.8475
82,8.6,173,174,158,249,1,2,47625.3775
60,2.9,194,401,241,137,1,1,97136.65
81,9.9,135,422,195,1075,4,1,45802.13
65,3.2,218,277,184,710,2,3,90148.5275
20,6.1,246,272,159,503,1,2,46508.9392857143
38,8.8,289,328,238,524,5,3,50908.11
64,3.4,218,292,220,966,2,1,68073.1325
103,8.5,146,178,236,805,3,2,53135.9925
84,10.9,227,314,164,611,1,2,53482.1325
124,8.1,174,449,219,78,4,3,54077.2025
57,8.1,228,354,178,538,3,1,39638.8517857143
70,6,227,351,175,401,3,1,60268.36
65,9.9,129,318,195,169,5,1,45722
35,6,152,256,162,295,1,2,33200.5321428571
68,8.6,187,635,234,1045,4,1,49567.6325
69,9.6,215,471,226,729,2,1,50423.69
50,9.5,175,721,222,1052,1,1,40824.0375
76,14.6,178,367,187,564,2,1,45615.77
130,7.4,139,291,202,356,1,1,53337.5025
117,8.1,208,296,194,548,5,2,53564.095
50,7.3,251,273,251,725,3,1,53364.5875
53,6.8,183,261,175,684,3,1,41868.9017857143
117,6,188,577,204,140,4,2,64311.6375
71,9.5,186,584,141,694,5,3,43150.2925
44,4.2,223,275,192,689,3,1,60633.6975
83,8.5,171,400,207,809,3,1,47941.72
76,6.6,223,407,191,467,2,1,60051.075
73,4.8,127,222,227,297,2,3,62973.75
60,5.7,212,406,144,414,2,2,39851.5154761905
61,11.6,204,432,167,968,3,3,36297.0797619048
45,9.6,162,315,157,748,3,1,33312.9854166667
82,6.5,192,350,233,566,4,3,61011.18
119,4.6,146,436,122,305,5,1,72258.4008333333
75,7.8,151,448,195,764,1,3,43414.945
56,4.5,215,445,250,663,4,3,65821.3725
2,7.4,160,528,170,879,2,3,30128.52
121,9.2,137,484,267,866,4,2,51022.275
42,8.4,137,293,198,895,4,2,37097.528125
36,7.9,208,413,163,359,1,2,28977.25
58,12.7,162,440,264,162,3,3,47009.285
28,10.1,189,476,212,878,5,3,35848.975
60,8.1,238,617,196,1041,4,2,43442.0825
69,7,185,303,206,782,2,3,48295.325
41,12.4,126,284,175,280,4,3,30966.0229166667
82,4.3,221,78,197,626,4,2,74637.3625
49,2.8,281,296,243,672,2,1,111687.4025
54,7.4,196,241,167,502,3,3,35250.5385714286
106,3.6,107,328,194,479,1,2,79587.895
81,9.4,110,293,193,423,3,3,49051.06
70,3.4,67,420,161,715,2,1,65863.8858333333
85,7.8,189,455,169,676,4,2,46476.3658333333
81,11.4,221,433,202,705,5,1,49948.9575
67,2.8,226,372,198,70,1,2,98490.86
80,5.5,169,680,208,309,4,1,63205.9375
57,5.4,104,122,184,400,2,2,41901.9322916667
43,7.5,214,156,207,158,5,1,40947.1375
105,4.5,190,524,228,197,2,2,83133.84
51,7.3,150,508,147,931,2,1,34408.5156547619
82,3.3,205,451,227,558,2,1,96830.405
5,7.6,161,453,154,259,5,2,25898.1071428571
41,12.1,199,398,207,707,2,2,38525.25
2,5.4,118,516,195,515,3,2,40476.975625
52,7.6,230,349,168,350,1,3,33857.7492261905
55,7.5,128,221,203,708,4,2,37795.8872916667
62,7.8,244,476,221,360,1,3,45313.3716666667
86,3.6,104,316,248,561,3,3,82009.1625
90,2.5,146,112,258,658,5,2,111716.55
62,8.1,197,171,169,478,2,1,35501.3808035714
59,4.9,251,428,188,470,5,3,52854.305
69,6.7,243,424,195,405,4,1,62247.7275
93,1.8,203,427,230,815,5,3,108999.175
54,5.4,145,368,215,813,3,1,44832.485625
89,6.6,243,336,204,822,3,3,66078.4975
96,3.9,194,467,132,871,1,3,73203.9125
29,8.4,229,59,178,453,5,1,31283.4
37,4.6,161,322,211,754,3,2,60985.35
100,7.3,159,362,205,253,2,1,53006.0275
128,11.3,170,389,181,475,1,1,48446.915
101,6.9,246,245,212,356,5,1,67356.865
80,5.5,192,462,168,626,4,2,57960.8416666667
94,11.1,120,420,198,93,2,1,51267.7425
106,8.1,157,573,210,464,1,1,52694.715
75,9.3,188,345,216,534,4,2,49770.845
88,8.4,142,264,196,612,2,3,48335.645
114,7.3,221,489,175,529,1,3,52963.735
111,8.6,173,363,209,787,4,2,49822.7125
35,6.4,237,292,154,360,5,3,34006.4238095238
76,3,192,505,178,400,5,3,92474.075
73,6.6,224,340,215,521,1,2,62752.59
57,9.7,252,80,187,479,5,1,48228.0375
39,7.4,162,231,168,526,4,1,33889.5525297619
76,8.4,232,337,173,265,4,2,50654.604375
71,7.1,218,178,187,246,2,1,53585.77
67,5.1,124,464,181,625,1,2,56646.77
109,8.2,152,420,175,382,3,2,46474.473125
92,3,113,370,146,861,1,3,104689.1725
1,8,123,373,175,495,3,2,27697.803125
67,7.5,200,433,150,687,4,1,45231.045
99,5.4,195,229,189,861,3,1,60419.9125
84,2.2,232,187,188,656,2,2,110760.7175
79,5.6,152,81,228,602,3,2,60833.6975
34,2.8,200,520,198,526,1,2,91391.6725
102,9.3,152,463,180,361,4,3,46178.8525
3,6.4,180,372,151,571,5,3,32364.4825
15,7.3,128,434,218,70,2,2,33708.45
95,5.7,207,440,149,602,1,1,59817.4116666667
43,5.3,121,157,201,978,3,3,42217.0422916667
88,9.7,156,466,210,862,1,3,48191.0525
78,13,204,412,193,861,5,1,48949.44
55,2.7,155,311,163,617,1,1,86568.48875
113,6.7,264,255,210,411,5,1,72592.845
24,4.6,147,344,196,501,3,2,56287.490625
41,8.3,169,363,194,801,3,3,39196.475
55,8.2,165,243,196,82,4,3,40003.825
88,7.8,241,377,136,69,2,1,54467.17375
40,5.5,178,447,180,318,5,3,39496.2416666667
13,4.7,93,355,192,964,1,1,41318.110625
81,6.2,137,459,166,370,2,1,55471.1716666667
26,6.6,182,407,179,817,5,1,34976.9166666667
92,5.7,202,324,206,597,3,3,62485.4925
52,6.8,173,275,241,234,1,3,46680.0625
51,6.6,153,414,198,200,1,2,43993.445
87,11.9,139,517,210,2,1,2,53773.61
72,4.7,178,506,155,351,5,3,55397.245
73,7.7,153,244,219,541,5,3,46952.925
45,2.5,118,410,191,352,1,1,89670.1991666667
78,8.5,146,591,181,150,1,3,45841.195
75,7.1,141,200,166,52,3,3,45908.1008333333
101,12.4,196,350,198,698,5,2,52680.12
58,11.7,231,426,194,505,3,3,41085.525
71,8.9,268,510,209,775,4,3,60383.895
74,9.5,165,384,187,969,5,3,43240.35
